All hospitals,Resuscitation,SA,less_4hr_admitted,42.1932
All hospitals,Emergency,SA,less_4hr_admitted,31.2999
All hospitals,Urgent,SA,less_4hr_admitted,24.2191
All hospitals,Semi-urgent,SA,less_4hr_admitted,28.1878
All hospitals,Non-urgent,SA,less_4hr_admitted,40.9349
Principal referral and womens and children's hospitals,Resuscitation,Tas,less_4hr_admitted,49.1863
Principal referral and womens and children's hospitals,Emergency,Tas,less_4hr_admitted,33.5895
Principal referral and womens and children's hospitals,Urgent,Tas,less_4hr_admitted,18.7019
Principal referral and womens and children's hospitals,Semi-urgent,Tas,less_4hr_admitted,17.9911
Principal referral and womens and children's hospitals,Non-urgent,Tas,less_4hr_admitted,34.6734
Public acute group A hospitals,Resuscitation,Tas,less_4hr_admitted,44.3515
Public acute group A hospitals,Emergency,Tas,less_4hr_admitted,16.5164
Public acute group A hospitals,Urgent,Tas,less_4hr_admitted,10.0046
Public acute group A hospitals,Semi-urgent,Tas,less_4hr_admitted,14.3867
Public acute group A hospitals,Non-urgent,Tas,less_4hr_admitted,42.3841
Public acute group B hospitals,Resuscitation,Tas,less_4hr_admitted,25
Public acute group B hospitals,Emergency,Tas,less_4hr_admitted,25.7647
Public acute group B hospitals,Urgent,Tas,less_4hr_admitted,25.4555
Public acute group B hospitals,Semi-urgent,Tas,less_4hr_admitted,28.9082
Public acute group B hospitals,Non-urgent,Tas,less_4hr_admitted,60
All hospitals,Resuscitation,Tas,less_4hr_admitted,46.6094
All hospitals,Emergency,Tas,less_4hr_admitted,26.603
All hospitals,Urgent,Tas,less_4hr_admitted,15.6795
All hospitals,Semi-urgent,Tas,less_4hr_admitted,17.8093
All hospitals,Non-urgent,Tas,less_4hr_admitted,39.7368
Principal referral and womens and children's hospitals,Resuscitation,ACT,less_4hr_admitted,54.5455
Principal referral and womens and children's hospitals,Emergency,ACT,less_4hr_admitted,50.6012
Principal referral and womens and children's hospitals,Urgent,ACT,less_4hr_admitted,43.7009
Principal referral and womens and children's hospitals,Semi-urgent,ACT,less_4hr_admitted,50.9462
Principal referral and womens and children's hospitals,Non-urgent,ACT,less_4hr_admitted,61.0588
Public acute group A hospitals,Resuscitation,ACT,less_4hr_admitted,43.6364
Public acute group A hospitals,Emergency,ACT,less_4hr_admitted,61.0187
Public acute group A hospitals,Urgent,ACT,less_4hr_admitted,47.6417
Public acute group A hospitals,Semi-urgent,ACT,less_4hr_admitted,50.5605
Public acute group A hospitals,Non-urgent,ACT,less_4hr_admitted,51.8349
All hospitals,Resuscitation,ACT,less_4hr_admitted,52.3636
All hospitals,Emergency,ACT,less_4hr_admitted,53.6087
All hospitals,Urgent,ACT,less_4hr_admitted,45.1081
All hospitals,Semi-urgent,ACT,less_4hr_admitted,50.8238
All hospitals,Non-urgent,ACT,less_4hr_admitted,59.176
Principal referral and womens and children's hospitals,Resuscitation,NT,less_4hr_admitted,35.3606
Principal referral and womens and children's hospitals,Emergency,NT,less_4hr_admitted,25.2872
Principal referral and womens and children's hospitals,Urgent,NT,less_4hr_admitted,20.2876
Principal referral and womens and children's hospitals,Semi-urgent,NT,less_4hr_admitted,20.7615
Principal referral and womens and children's hospitals,Non-urgent,NT,less_4hr_admitted,24.7148
Public acute group A hospitals,Resuscitation,NT,less_4hr_admitted,54.2373
Public acute group A hospitals,Emergency,NT,less_4hr_admitted,41.3497
Public acute group A hospitals,Urgent,NT,less_4hr_admitted,38.2368
Public acute group A hospitals,Semi-urgent,NT,less_4hr_admitted,34.203
Public acute group A hospitals,Non-urgent,NT,less_4hr_admitted,38.1215
Public acute group C hospitals,Resuscitation,NT,less_4hr_admitted,25.7576
Public acute group C hospitals,Emergency,NT,less_4hr_admitted,34.1575
Public acute group C hospitals,Urgent,NT,less_4hr_admitted,31.2316
Public acute group C hospitals,Semi-urgent,NT,less_4hr_admitted,30.8677
Public acute group C hospitals,Non-urgent,NT,less_4hr_admitted,39.8305
All hospitals,Resuscitation,NT,less_4hr_admitted,37.4589
All hospitals,Emergency,NT,less_4hr_admitted,31.4856
All hospitals,Urgent,NT,less_4hr_admitted,28.5054
All hospitals,Semi-urgent,NT,less_4hr_admitted,26.096
All hospitals,Non-urgent,NT,less_4hr_admitted,34.5238
Principal referral and womens and children's hospitals,Resuscitation,NSW,less_4hr_not_admitted,39.3748
Principal referral and womens and children's hospitals,Emergency,NSW,less_4hr_not_admitted,41.5265
Principal referral and womens and children's hospitals,Urgent,NSW,less_4hr_not_admitted,49.4607
Principal referral and womens and children's hospitals,Semi-urgent,NSW,less_4hr_not_admitted,65.8492
Principal referral and womens and children's hospitals,Non-urgent,NSW,less_4hr_not_admitted,80.3421
Public acute group A hospitals,Resuscitation,NSW,less_4hr_not_admitted,41.3694
Public acute group A hospitals,Emergency,NSW,less_4hr_not_admitted,51.3203
Public acute group A hospitals,Urgent,NSW,less_4hr_not_admitted,53.4283
Public acute group A hospitals,Semi-urgent,NSW,less_4hr_not_admitted,67.764
Public acute group A hospitals,Non-urgent,NSW,less_4hr_not_admitted,81.7656
Public acute group B hospitals,Resuscitation,NSW,less_4hr_not_admitted,44.3154
Public acute group B hospitals,Emergency,NSW,less_4hr_not_admitted,51.5493
Public acute group B hospitals,Urgent,NSW,less_4hr_not_admitted,59.0113
Public acute group B hospitals,Semi-urgent,NSW,less_4hr_not_admitted,75.0315
Public acute group B hospitals,Non-urgent,NSW,less_4hr_not_admitted,87.7873
Public acute group C hospitals,Resuscitation,NSW,less_4hr_not_admitted,57.2634
Public acute group C hospitals,Emergency,NSW,less_4hr_not_admitted,58.5181
Public acute group C hospitals,Urgent,NSW,less_4hr_not_admitted,73.4131
Public acute group C hospitals,Semi-urgent,NSW,less_4hr_not_admitted,88.2232
Public acute group C hospitals,Non-urgent,NSW,less_4hr_not_admitted,94.8828
All hospitals,Resuscitation,NSW,less_4hr_not_admitted,44.1683
All hospitals,Emergency,NSW,less_4hr_not_admitted,50.2815
All hospitals,Urgent,NSW,less_4hr_not_admitted,57.2427
All hospitals,Semi-urgent,NSW,less_4hr_not_admitted,74.1354
All hospitals,Non-urgent,NSW,less_4hr_not_admitted,88.4721
Principal referral and womens and children's hospitals,Resuscitation,VIC,less_4hr_not_admitted,43.1446
Principal referral and womens and children's hospitals,Emergency,VIC,less_4hr_not_admitted,50.8903
Principal referral and womens and children's hospitals,Urgent,VIC,less_4hr_not_admitted,59.6497
Principal referral and womens and children's hospitals,Semi-urgent,VIC,less_4hr_not_admitted,72.433
Principal referral and womens and children's hospitals,Non-urgent,VIC,less_4hr_not_admitted,84.9712
Public acute group A hospitals,Resuscitation,VIC,less_4hr_not_admitted,33.0211
Public acute group A hospitals,Emergency,VIC,less_4hr_not_admitted,47.8281
Public acute group A hospitals,Urgent,VIC,less_4hr_not_admitted,50.663
Public acute group A hospitals,Semi-urgent,VIC,less_4hr_not_admitted,65.9361
Public acute group A hospitals,Non-urgent,VIC,less_4hr_not_admitted,82.4259
Public acute group B hospitals,Resuscitation,VIC,less_4hr_not_admitted,38.2883
Public acute group B hospitals,Emergency,VIC,less_4hr_not_admitted,46.5962
Public acute group B hospitals,Urgent,VIC,less_4hr_not_admitted,50.9837
Public acute group B hospitals,Semi-urgent,VIC,less_4hr_not_admitted,69.4395
Public acute group B hospitals,Non-urgent,VIC,less_4hr_not_admitted,87.1767
Public acute group C hospitals,Resuscitation,VIC,less_4hr_not_admitted,38.8889
Public acute group C hospitals,Emergency,VIC,less_4hr_not_admitted,53.0917
Public acute group C hospitals,Urgent,VIC,less_4hr_not_admitted,64.9801
Public acute group C hospitals,Semi-urgent,VIC,less_4hr_not_admitted,82.9279
Public acute group C hospitals,Non-urgent,VIC,less_4hr_not_admitted,91.4754
All hospitals,Resuscitation,VIC,less_4hr_not_admitted,36.645
